0	0	0
0	0	-9.81E-06
0	0	-1.96E-05
0	0	-2.94E-05
0	0	-3.92E-05
0	0	-4.90E-05
0	0	-5.88E-05
0	0	-6.86E-05
0	0	-7.83E-05
0	0	-8.81E-05
0	0	-9.79E-05
0	0	-0.00010762
0	0	-0.00011737
0	0	-0.00012712
0	0	-0.00013686
0	0	-0.0001466
0	0	-0.00015633
0	0	-0.00016605
0	0	-0.00017577
0	0	-0.00018549
0	0	-0.0001952
0	0	-0.0002049
0	0	-0.00021459
0	0	-0.00022428
0	0	-0.00023397
0	0	-0.00024365
0	0	-0.00025332
0	0	-0.00026298
0	0	-0.00027264
0	0	-0.00028229
0	0	-0.00029194
0	0	-0.00030157
0	0	-0.0003112
0	0	-0.00032083
0	0	-0.00033044
0	0	-0.00034005
0	0	-0.00034964
0	0	-0.00035923
0	0	-0.00036881
0	0	-0.00037838
0	0	-0.00038794
0	0	-0.00039749
0	0	-0.00040703
0	0	-0.00041656
0	0	-0.00042608
0	0	-0.00043558
0	0	-0.00044508
0	0	-0.00045456
0	0	-0.00046402
0	0	-0.00047348
0	0	-0.00048292
0	0	-0.00049234
0	0	-0.00050175
0	0	-0.00051115
0	0	-0.00052052
0	0	-0.00052988
0	0	-0.00053922
0	0	-0.00054855
0	0	-0.00055785
0	0	-0.00056713
0	0	-0.0005764
0	0	-0.00058564
0	0	-0.00059485
0	0	-0.00060405
0	0	-0.00061322
0	0	-0.00062236
0	0	-0.00063148
0	0	-0.00064057
0	0	-0.00064963
0	0	-0.00065866
0	0	-0.00066767
0	0	-0.00067664
0	0	-0.00068558
0	0	-0.00069448
0	0	-0.00070335
0	0	-0.00071218
0	0	-0.00072098
0	0	-0.00072973
0	0	-0.00073845
0	0	-0.00074712
0	0	-0.00075576
0	0	-0.00076434
0	0	-0.00077288
0	0	-0.00078138
0	0	-0.00078982
0	0	-0.00079822
0	0	-0.00080656
0	0	-0.00081484
0	0	-0.00082308
0	0	-0.00083125
0	0	-0.00083937
0	0	-0.00084742
0	0	-0.00085541
0	0	-0.00086334
0	0	-0.0008712
0	0	-0.00087899
0	0	-0.00088671
0	0	-0.00089436
0	0	-0.00090193
0	0	-0.00090943
0	0	-0.00091684
0	0	-0.00092418
0	0	-0.00093143
0	0	-0.0009386
0	0	-0.00094567
0	0	-0.00095266
0	0	-0.00095955
0	0	-0.00096635
0	0	-0.00097304
0	0	-0.00097964
0	0	-0.00098613
0	0	-0.00099252
0	0	-0.0009988
0	0	-0.001005
0	0	-0.001011
0	0	-0.0010169
0	0	-0.0010228
0	0	-0.0010285
0	0	-0.001034
0	0	-0.0010394
0	0	-0.0010447
0	0	-0.0010499
0	0	-0.0010549
0	0	-0.0010598
0	0	-0.0010646
0	0	-0.0010691
0	0	-0.0010736
0	0	-0.0010779
0	0	-0.001082
0	0	-0.0010859
0	0	-0.0010897
0	0	-0.0010933
0	0	-0.0010968
0	0	-0.0011
